ID,adj.P.Val,P.Value,t,B,logFC,GI,Gene.symbol,Gene.title
ILMN_1796247,1.46E-02,2.80E-03,4.1852905,-2.8011,0.29782725,755571556,CRTAM,cytotoxic and regulatory T-cell molecule
ILMN_1743950,1.46E-02,2.80E-03,-4.1851789,-2.80126,-0.36594156,38348369,IGFL1,IGF like family member 1
ILMN_1846002,1.46E-02,2.80E-03,-4.1851626,-2.80129,-0.3798198,8470849,,
ILMN_1780924,1.47E-02,2.80E-03,4.1847511,-2.80191,0.60697002,311771735,SLC43A1,solute carrier family 43 member 1
ILMN_1738677,1.47E-02,2.80E-03,4.1843876,-2.80246,0.81201998,91208425,PRPF8,pre-mRNA processing factor 8
ILMN_1720048,1.47E-02,2.80E-03,-4.184307,-2.80258,-1.19105221,56119169,CCL2,C-C motif chemokine ligand 2
ILMN_1711170,1.47E-02,2.80E-03,4.1842127,-2.80272,0.49107317,228008341,BNIPL,BCL2 interacting protein like
ILMN_2249288,1.47E-02,2.81E-03,4.1829809,-2.80458,0.68092554,564730580,TIPRL,TOR signaling pathway regulator
ILMN_1694382,1.47E-02,2.81E-03,-4.1827992,-2.80485,-0.42596664,NA,,
ILMN_1854620,1.47E-02,2.81E-03,-4.1814167,-2.80693,-0.35026452,2905435,,
ILMN_1896591,1.47E-02,2.81E-03,-4.1808227,-2.80783,-0.30289377,6702153,,
ILMN_1770667,1.47E-02,2.81E-03,4.1808207,-2.80783,1.38836462,66933006,HECA,"hdc homolog, cell cycle regulator"
ILMN_1677803,1.47E-02,2.81E-03,-4.1807094,-2.808,-0.41436911,NA,,
ILMN_1738646,1.47E-02,2.82E-03,-4.1801132,-2.8089,-1.14006444,237820710,LY6K,"lymphocyte antigen 6 complex, locus K"
ILMN_1716247,1.47E-02,2.82E-03,4.179799,-2.80937,0.80709041,42766421,FIBIN,fin bud initiation factor homolog (zebrafish)
ILMN_1849941,1.47E-02,2.82E-03,4.1794595,-2.80988,1.14392982,34531145,MAPK8,mitogen-activated protein kinase 8
ILMN_1671721,1.48E-02,2.82E-03,-4.1786896,-2.81104,-0.45634238,NA,,
ILMN_2131447,1.48E-02,2.83E-03,4.1777198,-2.8125,0.47127583,961349595,LRRC3B,leucine rich repeat containing 3B
ILMN_1856942,1.48E-02,2.83E-03,4.1775516,-2.81276,0.36480576,27821820,,
ILMN_1674116,1.48E-02,2.83E-03,4.1774849,-2.81286,0.3626146,723768552,C5orf64,chromosome 5 open reading frame 64
ILMN_1658773,1.48E-02,2.83E-03,4.1768178,-2.81386,0.7021279,110224466,PIGF,phosphatidylinositol glycan anchor biosynthesis class F
ILMN_1858612,1.48E-02,2.83E-03,-4.1763987,-2.81449,-0.28382708,21753455,KCNK9,potassium two pore domain channel subfamily K member 9
ILMN_1765641,1.48E-02,2.83E-03,-4.1759734,-2.81514,-0.78718496,100913215,SEMA3A,semaphorin 3A
ILMN_1903069,1.48E-02,2.83E-03,-4.175833,-2.81535,-0.301929,10810923,,
ILMN_2165369,1.48E-02,2.84E-03,-4.1753486,-2.81608,-0.61132695,21166392,HIST1H4B,"histone cluster 1, H4b"
ILMN_2355042,1.48E-02,2.84E-03,-4.1745317,-2.81731,-0.93099892,393715076,CLUAP1,clusterin associated protein 1
ILMN_1821270,1.48E-02,2.84E-03,4.174219,-2.81778,0.34354858,44887462,,
ILMN_1870439,1.48E-02,2.84E-03,-4.173591,-2.81873,-0.41109685,27846700,LOC105375972,uncharacterized LOC105375972
ILMN_1712721,1.48E-02,2.84E-03,-4.1731252,-2.81943,-0.59947973,351721765,GAST,gastrin
ILMN_1663683,1.49E-02,2.85E-03,4.172029,-2.82108,0.35139462,531034757,HEPH,hephaestin
ILMN_1795897,1.49E-02,2.85E-03,-4.1718939,-2.82129,-0.37453845,NA,,
ILMN_1874815,1.49E-02,2.86E-03,4.1702901,-2.82371,0.44134985,15933429,,
ILMN_1683441,1.49E-02,2.86E-03,-4.1701879,-2.82386,-0.78866584,76880473,NCAPD3,non-SMC condensin II complex subunit D3
ILMN_1699334,1.49E-02,2.86E-03,4.169735,-2.82454,0.45765289,187937178,AATK,apoptosis associated tyrosine kinase
ILMN_1662147,1.49E-02,2.86E-03,4.1696518,-2.82467,0.26085558,164698458,MANEAL,mannosidase endo-alpha like
ILMN_1748123,1.49E-02,2.86E-03,4.1694221,-2.82501,0.46263306,930588899,KLHL14,kelch like family member 14
ILMN_1652906,1.49E-02,2.86E-03,-4.1692463,-2.82528,-1.2525595,544063397,GBGT1,"globoside alpha-1,3-N-acetylgalactosaminyltransferase 1"
ILMN_1804663,1.49E-02,2.86E-03,4.1690161,-2.82563,0.79412275,357933592,THBS3,thrombospondin 3
ILMN_1880256,1.49E-02,2.87E-03,-4.1680231,-2.82712,-0.38115657,19389566,FUT4,fucosyltransferase 4
ILMN_1778660,1.49E-02,2.87E-03,4.1675066,-2.8279,0.43272288,147898645,GPR34,G protein-coupled receptor 34
ILMN_1772644,1.49E-02,2.87E-03,-4.1672989,-2.82822,-0.64438654,110227614,EML3,echinoderm microtubule associated protein like 3
ILMN_1786254,1.50E-02,2.87E-03,4.1669713,-2.82871,0.35815379,620597363,DLGAP4,DLG associated protein 4
ILMN_1658821,1.50E-02,2.87E-03,-4.1659141,-2.83031,-0.83427756,39930516,SAMD1,sterile alpha motif domain containing 1
ILMN_1658384,1.50E-02,2.88E-03,4.1655165,-2.83091,0.83489935,343403754,CRTAC1,cartilage acidic protein 1
ILMN_1805271,1.50E-02,2.88E-03,4.1652162,-2.83136,0.95746587,456367251,ZNF721,zinc finger protein 721
ILMN_1761422,1.50E-02,2.88E-03,-4.165044,-2.83162,-0.42491331,NA,,
ILMN_1781242,1.50E-02,2.88E-03,4.1645635,-2.83234,0.37199704,61676080,SOST,sclerostin
ILMN_1751839,1.50E-02,2.88E-03,4.1645093,-2.83243,0.3779014,110735399,RUNX3,runt related transcription factor 3
ILMN_1774828,1.50E-02,2.88E-03,-4.1642867,-2.83276,-0.83441422,155030243,VEZT,"vezatin, adherens junctions transmembrane protein"
ILMN_1654692,1.50E-02,2.88E-03,4.1638361,-2.83344,0.39321382,NA,,
ILMN_1810100,1.50E-02,2.88E-03,-4.1637982,-2.8335,-1.06490873,198041750,PBX3,PBX homeobox 3
ILMN_1883521,1.50E-02,2.88E-03,-4.1635368,-2.83389,-0.30461251,2046104,,
ILMN_1910594,1.50E-02,2.89E-03,-4.1627889,-2.83502,-0.38382225,6472859,,
ILMN_1846567,1.50E-02,2.89E-03,-4.162646,-2.83524,-0.38232368,27847405,,
ILMN_1721128,1.50E-02,2.89E-03,-4.1624352,-2.83556,-0.43980154,40807467,TOMM34,translocase of outer mitochondrial membrane 34
ILMN_1699651,1.50E-02,2.89E-03,-4.1623612,-2.83567,-2.10920357,969812508,IL6,interleukin 6
ILMN_1733462,1.50E-02,2.89E-03,4.1620661,-2.83611,0.43994414,260763929,HSD3B2,"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 2"
ILMN_1876430,1.50E-02,2.89E-03,-4.1616335,-2.83677,-0.32953549,2932403,,
ILMN_1835117,1.51E-02,2.90E-03,4.1604576,-2.83854,0.35506124,NA,,
ILMN_1702320,1.51E-02,2.90E-03,4.1599832,-2.83926,0.5621677,400974225,JAKMIP2,janus kinase and microtubule interacting protein 2
ILMN_1756352,1.51E-02,2.90E-03,-4.1590432,-2.84068,-1.16490235,223671903,LAMTOR2,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 2"
ILMN_1663816,1.51E-02,2.90E-03,4.1590032,-2.84074,0.71220351,284172494,CCDC148,coiled-coil domain containing 148
ILMN_1908840,1.51E-02,2.91E-03,-4.1578016,-2.84255,-0.44836346,33295752,,
ILMN_1753353,1.51E-02,2.91E-03,-4.1574876,-2.84302,-1.20738612,807045901,SLBP,stem-loop binding protein
ILMN_1751028,1.51E-02,2.91E-03,-4.1572752,-2.84334,-2.92372,333360852,SERPINH1,serpin family H member 1
ILMN_1763264,1.51E-02,2.91E-03,4.156403,-2.84466,0.56352297,664806074,MRPL2,mitochondrial ribosomal protein L2
ILMN_1782955,1.51E-02,2.91E-03,4.1563286,-2.84477,0.32945452,802084022,PDE10A,phosphodiesterase 10A
ILMN_1916061,1.51E-02,2.91E-03,-4.1560464,-2.8452,-0.27313684,19689363,,
ILMN_1700379,1.51E-02,2.92E-03,4.1554349,-2.84612,0.36207075,515869213,SLC26A1,solute carrier family 26 member 1
ILMN_1904843,1.51E-02,2.92E-03,-4.1554342,-2.84612,-0.43044714,27843810,,
ILMN_1890699,1.51E-02,2.92E-03,-4.1553824,-2.8462,-0.36761745,78676830,,
ILMN_1708064,1.51E-02,2.92E-03,-4.1552135,-2.84646,-0.6191006,197276596,MAP4,microtubule associated protein 4
ILMN_1826806,1.52E-02,2.92E-03,-4.1541461,-2.84807,-0.29703684,6086170,,
ILMN_1847028,1.52E-02,2.92E-03,-4.1540106,-2.84827,-0.51412362,24718308,,
ILMN_1856669,1.52E-02,2.92E-03,4.1537744,-2.84863,0.44509633,51476508,,
ILMN_1677866,1.52E-02,2.92E-03,4.1534514,-2.84912,0.29148287,30410031,FOLH1B,folate hydrolase 1B
ILMN_1895727,1.52E-02,2.93E-03,-4.1533664,-2.84925,-0.39477161,51586758,,
ILMN_1697286,1.52E-02,2.93E-03,4.1529046,-2.84995,1.03132291,NA,,
ILMN_1763685,1.52E-02,2.93E-03,-4.1525871,-2.85042,-0.39252157,NA,,
ILMN_1656132,1.52E-02,2.93E-03,4.1516056,-2.85191,0.51361627,523498487,PNLDC1,"PARN like, ribonuclease domain containing 1"
ILMN_1801307,1.52E-02,2.93E-03,4.1511833,-2.85255,3.39222859,300193030,TNFSF10,tumor necrosis factor superfamily member 10
ILMN_1724704,1.52E-02,2.93E-03,-4.1510528,-2.85274,-0.37827861,NA,,
ILMN_2123871,1.52E-02,2.93E-03,4.1510146,-2.8528,0.786533,40548390,TMEM18,transmembrane protein 18
ILMN_2359078,1.52E-02,2.94E-03,4.1509511,-2.8529,0.34409587,525313611,PCDHAC1,"protocadherin alpha subfamily C, 1"
ILMN_2146372,1.52E-02,2.94E-03,-4.15085,-2.85305,-0.9591985,189571690,KCTD6,potassium channel tetramerization domain containing 6
ILMN_1811437,1.52E-02,2.94E-03,4.1504319,-2.85368,0.43289963,726965389,MYRF,myelin regulatory factor
ILMN_2199389,1.52E-02,2.94E-03,4.150286,-2.8539,1.08677997,196115237,VIPR1,vasoactive intestinal peptide receptor 1
ILMN_1891613,1.52E-02,2.94E-03,-4.1502511,-2.85395,-0.55656141,9864846,,
ILMN_1819805,1.52E-02,2.94E-03,-4.1500897,-2.8542,-0.56998081,24784496,,
ILMN_1745343,1.52E-02,2.94E-03,-4.1493676,-2.85529,-0.57934132,960513885,ZMAT2,zinc finger matrin-type 2
ILMN_1653390,1.52E-02,2.94E-03,-4.1491818,-2.85557,-0.30024608,195539378,SDHAP1,succinate dehydrogenase complex flavoprotein subunit A pseudogene 1
ILMN_1746941,1.52E-02,2.94E-03,-4.1490868,-2.85571,-0.63775634,498917227,HIPK3,homeodomain interacting protein kinase 3
ILMN_2119774,1.52E-02,2.94E-03,4.1486517,-2.85637,1.64180609,62952503,CYP2R1,cytochrome P450 family 2 subfamily R member 1
ILMN_1804993,1.53E-02,2.95E-03,4.1482008,-2.85705,0.41031132,289547673,FAM178B,family with sequence similarity 178 member B
ILMN_1862712,1.53E-02,2.95E-03,-4.1480809,-2.85723,-0.33648348,28290333,LOC101927379,uncharacterized LOC101927379
ILMN_2316104,1.53E-02,2.95E-03,4.1470047,-2.85886,0.88129971,981220810,IQCB1,IQ motif containing B1
ILMN_1673773,1.53E-02,2.95E-03,-4.1469146,-2.85899,-0.91185325,222446617,GALNT18,polypeptide N-acetylgalactosaminyltransferase 18
ILMN_2107519,1.53E-02,2.95E-03,4.1465233,-2.85959,0.38847297,53828677,OR5D18,olfactory receptor family 5 subfamily D member 18
ILMN_1839088,1.53E-02,2.95E-03,-4.1464948,-2.85963,-0.37785702,3933240,,
ILMN_1912189,1.53E-02,2.95E-03,-4.1463792,-2.8598,-0.34966822,10849492,TISP43,uncharacterized LOC150527
ILMN_2059211,1.53E-02,2.96E-03,4.1458513,-2.8606,2.10201549,1007374729,TMEM94,transmembrane protein 94
ILMN_1839026,1.53E-02,2.96E-03,4.145787,-2.8607,0.27668593,1885460,,
ILMN_2148679,1.53E-02,2.96E-03,-4.1453726,-2.86133,-0.55049114,195539376,SDHAP3,succinate dehydrogenase complex flavoprotein subunit A pseudogene 3
ILMN_1743017,1.53E-02,2.96E-03,-4.1452399,-2.86153,-0.42979564,289547570,PRDM16,PR/SET domain 16
ILMN_1714567,1.53E-02,2.96E-03,4.1448067,-2.86218,1.52816898,427918085,AHNAK,AHNAK nucleoprotein
ILMN_1723788,1.53E-02,2.96E-03,4.1447121,-2.86232,0.37536758,NA,,
ILMN_1702821,1.53E-02,2.96E-03,-4.1444023,-2.86279,-0.41149038,94536792,TTLL7,tubulin tyrosine ligase like 7
ILMN_1803291,1.53E-02,2.97E-03,-4.1431266,-2.86472,-0.31254594,53933279,OR4C45,olfactory receptor family 4 subfamily C member 45
ILMN_1721008,1.53E-02,2.97E-03,4.1429872,-2.86493,0.3222516,70906440,DUT,deoxyuridine triphosphatase
ILMN_1860760,1.53E-02,2.97E-03,-4.142831,-2.86517,-0.36968219,20356355,,
ILMN_1717403,1.53E-02,2.97E-03,-4.1426101,-2.8655,-0.96711435,90652856,ARHGEF39,Rho guanine nucleotide exchange factor 39
ILMN_1785731,1.53E-02,2.97E-03,4.1424217,-2.86579,0.36486056,NA,,
ILMN_1802518,1.53E-02,2.97E-03,-4.1421882,-2.86614,-0.47381172,NA,,
ILMN_1656301,1.54E-02,2.98E-03,4.1412565,-2.86755,0.36287753,NA,,
ILMN_1869965,1.54E-02,2.98E-03,4.1410826,-2.86781,0.43712867,13705007,,
ILMN_1704056,1.54E-02,2.98E-03,-4.1405489,-2.86862,-1.28847931,63999351,RPPH1,ribonuclease P RNA component H1
ILMN_1780365,1.54E-02,2.98E-03,-4.1404908,-2.86871,-0.30067892,NA,,
ILMN_1789648,1.54E-02,2.98E-03,4.1404157,-2.86882,0.46287002,59814903,SCGN,"secretagogin, EF-hand calcium binding protein"
ILMN_1883556,1.54E-02,2.98E-03,-4.1400075,-2.86944,-0.26886682,6986680,,
ILMN_1886880,1.54E-02,2.98E-03,-4.1396453,-2.86998,-0.34704431,83152500,,
ILMN_2160476,1.54E-02,2.98E-03,4.1392989,-2.87051,0.48863665,300360575,CCL22,C-C motif chemokine ligand 22
ILMN_1834156,1.54E-02,2.99E-03,-4.1385984,-2.87157,-0.34309047,NA,,
ILMN_1846651,1.54E-02,2.99E-03,4.1375857,-2.8731,0.39934317,5747015,,
ILMN_2196232,1.54E-02,2.99E-03,4.1375711,-2.87312,0.75563654,149588568,C1orf210,chromosome 1 open reading frame 210
ILMN_1904378,1.54E-02,2.99E-03,-4.1370874,-2.87385,-0.50559727,27846303,,
ILMN_1723953,1.54E-02,3.00E-03,-4.1365771,-2.87462,-0.31625525,NA,,
ILMN_1667338,1.55E-02,3.00E-03,-4.1360889,-2.87536,-0.55635528,NA,,
ILMN_1796461,1.55E-02,3.00E-03,4.1358564,-2.87571,3.87046182,984880771,PRSS8,"protease, serine 8"
ILMN_1764329,1.55E-02,3.00E-03,-4.1354781,-2.87629,-1.19746462,NA,,
ILMN_1809550,1.55E-02,3.00E-03,4.1346676,-2.87751,0.48031324,NA,,
ILMN_1715309,1.55E-02,3.00E-03,-4.1344085,-2.8779,-0.37156888,NA,,
ILMN_1901003,1.55E-02,3.01E-03,-4.1336954,-2.87898,-0.33951387,83150234,,
ILMN_1858271,1.55E-02,3.01E-03,-4.1336859,-2.879,-0.44710979,32212669,,
ILMN_1707491,1.55E-02,3.01E-03,4.1335671,-2.87918,0.38259796,NA,,
ILMN_1890924,1.55E-02,3.01E-03,-4.1332817,-2.87961,-0.38503087,27827106,,
ILMN_1704321,1.55E-02,3.01E-03,4.1331362,-2.87983,0.32294445,125661059,IL2,interleukin 2
ILMN_1806801,1.55E-02,3.01E-03,4.1325947,-2.88065,0.46203934,1008806475,TMEM182,transmembrane protein 182
ILMN_1881757,1.55E-02,3.02E-03,-4.1315454,-2.88224,-0.34816898,8165894,,
ILMN_1682792,1.55E-02,3.02E-03,-4.1314782,-2.88234,-1.09979617,51173723,BYSL,bystin like
ILMN_1718042,1.55E-02,3.02E-03,-4.1308325,-2.88331,-0.52662599,313151216,ZNF549,zinc finger protein 549
ILMN_1903877,1.56E-02,3.02E-03,4.1303041,-2.88411,0.51590696,1505788,,
ILMN_1792997,1.56E-02,3.02E-03,4.1302159,-2.88425,1.5078729,238624144,NPTN,neuroplastin
ILMN_1679960,1.56E-02,3.02E-03,4.1298034,-2.88487,0.2785725,304434524,LCE1A,late cornified envelope 1A
ILMN_1738847,1.56E-02,3.03E-03,-4.1296296,-2.88513,-0.45479866,NA,,
ILMN_1697236,1.56E-02,3.03E-03,4.1291941,-2.88579,0.38549938,148540126,CNBD1,cyclic nucleotide binding domain containing 1
ILMN_1793770,1.56E-02,3.03E-03,-4.1289835,-2.88611,-0.71225923,34328906,DNAJB6,DnaJ heat shock protein family (Hsp40) member B6
ILMN_1775012,1.56E-02,3.03E-03,4.1284537,-2.88691,0.3456638,324073523,BBS7,Bardet-Biedl syndrome 7
ILMN_1856864,1.56E-02,3.03E-03,4.1284362,-2.88694,0.39745947,5928509,,
ILMN_1741740,1.56E-02,3.03E-03,-4.1282351,-2.88725,-0.30856724,NA,,
ILMN_2177965,1.56E-02,3.03E-03,-4.1280084,-2.88759,-0.4331534,742074663,RPS19BP1,ribosomal protein S19 binding protein 1
ILMN_1660541,1.56E-02,3.03E-03,4.1279997,-2.8876,0.42125489,NA,,
ILMN_1692332,1.56E-02,3.03E-03,4.1278505,-2.88783,0.55877005,119964724,ALOX12B,"arachidonate 12-lipoxygenase, 12R type"
ILMN_1845578,1.56E-02,3.04E-03,4.1270705,-2.88901,0.40980218,27823085,,
ILMN_1893854,1.56E-02,3.04E-03,-4.1270487,-2.88904,-0.42489659,27847359,,
ILMN_1736234,1.56E-02,3.04E-03,-4.1268835,-2.88929,-0.75192756,331028735,CHTOP,chromatin target of PRMT1
ILMN_1655537,1.56E-02,3.04E-03,4.1267607,-2.88948,0.59716276,392050742,ING1,inhibitor of growth family member 1
ILMN_1678411,1.56E-02,3.04E-03,4.1264451,-2.88995,0.2825936,NA,,
ILMN_1675377,1.56E-02,3.04E-03,-4.1263175,-2.89015,-0.45477698,227452254,ZSCAN2,zinc finger and SCAN domain containing 2
ILMN_1865718,1.56E-02,3.04E-03,-4.1261848,-2.89035,-0.36415644,27829965,,
ILMN_1784178,1.56E-02,3.04E-03,4.1260972,-2.89048,1.09703617,594140710,IFT172,intraflagellar transport 172
ILMN_2146968,1.56E-02,3.04E-03,4.125464,-2.89144,0.45678365,931717688,ZNF510,zinc finger protein 510
ILMN_1719857,1.56E-02,3.04E-03,-4.1251878,-2.89186,-0.7201285,531034753,GRIPAP1,GRIP1 associated protein 1
ILMN_1745491,1.56E-02,3.04E-03,4.1251548,-2.89191,0.46623118,301500655,UNC5CL,unc-5 family C-terminal like
ILMN_1695020,1.56E-02,3.04E-03,4.1250906,-2.89201,0.71152511,324711032,NEK3,NIMA related kinase 3
ILMN_1777221,1.56E-02,3.05E-03,4.1246259,-2.89271,0.73169827,149363652,SMIM11A,small integral membrane protein 11A
ILMN_1720124,1.56E-02,3.05E-03,-4.1242463,-2.89328,-1.03507005,342837719,RCC2,regulator of chromosome condensation 2
ILMN_1772739,1.56E-02,3.05E-03,4.1240709,-2.89355,0.37383245,NA,,
ILMN_1727532,1.56E-02,3.05E-03,4.1239128,-2.89379,0.68111013,556503407,OLFML3,olfactomedin like 3
ILMN_1783285,1.56E-02,3.05E-03,-4.1238161,-2.89394,-1.4565684,669033296,CTPS1,CTP synthase 1
ILMN_1652533,1.56E-02,3.05E-03,4.1236355,-2.89421,1.27717315,NA,,
ILMN_1812926,1.57E-02,3.05E-03,-4.1230177,-2.89514,-0.59962827,224809464,ANTXR2,anthrax toxin receptor 2
ILMN_1653577,1.57E-02,3.06E-03,4.122581,-2.89581,0.45469901,NA,,
ILMN_1669208,1.57E-02,3.06E-03,4.1223423,-2.89617,0.36830085,229577232,TSPO2,translocator protein 2
ILMN_1902109,1.57E-02,3.06E-03,4.1221419,-2.89647,0.27453133,77943630,,
ILMN_1862161,1.57E-02,3.06E-03,-4.1217885,-2.89701,-0.34161517,3887140,,
ILMN_1789732,1.57E-02,3.06E-03,-4.1209676,-2.89825,-0.35199982,241982749,TMEM189,transmembrane protein 189
ILMN_1672503,1.57E-02,3.06E-03,4.1208691,-2.8984,0.74874744,347543827,DPYSL2,dihydropyrimidinase like 2
ILMN_1897103,1.57E-02,3.06E-03,4.1207914,-2.89852,0.32131462,19762249,,
ILMN_1789457,1.57E-02,3.06E-03,-4.1207778,-2.89854,-1.08502329,283806666,GNL1,G protein nucleolar 1 (putative)
ILMN_1782403,1.57E-02,3.06E-03,-4.1206846,-2.89868,-1.95105604,302191685,PRR11,proline rich 11
ILMN_1697348,1.57E-02,3.06E-03,-4.1204571,-2.89902,-0.7543867,356874773,WBSCR22,Williams-Beuren syndrome chromosome region 22
ILMN_1698307,1.57E-02,3.07E-03,-4.1200992,-2.89956,-1.30850895,171906573,DBNL,drebrin like
ILMN_1769409,1.57E-02,3.07E-03,4.1188942,-2.90139,1.01843421,968121855,TMEM261,transmembrane protein 261
ILMN_1772798,1.57E-02,3.07E-03,4.1187655,-2.90158,0.42686335,807201130,ARPP19,cAMP regulated phosphoprotein 19
ILMN_1890810,1.57E-02,3.08E-03,-4.1177944,-2.90306,-0.34153738,83149486,,
ILMN_1770084,1.57E-02,3.08E-03,-4.1176698,-2.90324,-1.00002405,170763516,TACC1,transforming acidic coiled-coil containing protein 1
ILMN_1795407,1.58E-02,3.08E-03,4.117189,-2.90397,0.47546184,90669510,CRYZL1,crystallin zeta like 1
ILMN_1714896,1.58E-02,3.08E-03,-4.1168948,-2.90442,-0.51628793,119393885,SART3,squamous cell carcinoma antigen recognized by T-cells 3
ILMN_1759691,1.58E-02,3.08E-03,4.1164183,-2.90514,0.40090583,NA,,
ILMN_2361478,1.58E-02,3.08E-03,-4.1159818,-2.9058,-1.14986284,374093206,PDLIM5,PDZ and LIM domain 5
ILMN_1661788,1.58E-02,3.09E-03,4.1156663,-2.90628,0.28974788,17402918,WNT5B,Wnt family member 5B
ILMN_1741727,1.58E-02,3.09E-03,-4.1152655,-2.90689,-0.77249609,68216098,QPCT,glutaminyl-peptide cyclotransferase
ILMN_1703955,1.58E-02,3.09E-03,-4.1149954,-2.9073,-3.95136591,335057518,FBXO32,F-box protein 32
ILMN_1811927,1.58E-02,3.09E-03,-4.1145202,-2.90802,-0.42284161,68533231,OR2W3,olfactory receptor family 2 subfamily W member 3
ILMN_1778560,1.58E-02,3.09E-03,-4.1140449,-2.90874,-0.40051403,506949356,ZNF3,zinc finger protein 3
ILMN_1786532,1.58E-02,3.09E-03,-4.1136203,-2.90938,-2.06503404,57165417,CNIH1,cornichon family AMPA receptor auxiliary protein 1
ILMN_1682781,1.58E-02,3.09E-03,-4.1135775,-2.90944,-0.55660642,20070102,TEAD2,TEA domain transcription factor 2
ILMN_1888609,1.58E-02,3.10E-03,-4.1123558,-2.9113,-0.6713657,12613834,,
ILMN_1808368,1.58E-02,3.10E-03,-4.1122995,-2.91138,-0.36145095,207029159,PRKACG,protein kinase cAMP-activated catalytic subunit gamma
ILMN_1824192,1.58E-02,3.10E-03,-4.1122339,-2.91148,-0.70264546,NA,,
ILMN_1797793,1.58E-02,3.10E-03,4.1122173,-2.91151,0.99691654,168229170,BLVRB,biliverdin reductase B
ILMN_1774493,1.59E-02,3.11E-03,4.1098696,-2.91506,0.41148122,198041725,KLC2,kinesin light chain 2
ILMN_1659929,1.59E-02,3.11E-03,4.1098037,-2.91516,0.34195776,807201168,HNF1A,HNF1 homeobox A
ILMN_1866523,1.59E-02,3.11E-03,4.1093886,-2.91579,0.44015938,18989031,,
ILMN_1902728,1.59E-02,3.12E-03,-4.1080124,-2.91788,-0.39263976,29390953,,
ILMN_1675632,1.59E-02,3.12E-03,-4.1070766,-2.9193,-0.32709306,NA,,
ILMN_1675398,1.59E-02,3.13E-03,-4.1066045,-2.92001,-0.49111134,346644808,ALDH1B1,aldehyde dehydrogenase 1 family member B1
ILMN_2376520,1.60E-02,3.13E-03,-4.106315,-2.92045,-0.492974,299115174,PPP2R3A,protein phosphatase 2 regulatory subunit B''alpha
ILMN_1890772,1.60E-02,3.13E-03,-4.1061405,-2.92072,-0.3199295,2112708,,
ILMN_1758846,1.60E-02,3.13E-03,4.1059593,-2.92099,0.68745808,219555668,ANKRD40,ankyrin repeat domain 40
ILMN_1821190,1.60E-02,3.13E-03,-4.1054898,-2.92171,-0.46513535,24774949,,
ILMN_1909895,1.60E-02,3.13E-03,-4.1051317,-2.92225,-0.43805072,8152519,,
ILMN_1916926,1.60E-02,3.13E-03,4.1050532,-2.92237,0.25886981,23526810,,
ILMN_1766316,1.60E-02,3.13E-03,-4.1044883,-2.92322,-0.3723499,NA,,
ILMN_1674706,1.60E-02,3.13E-03,-4.1044615,-2.92326,-1.00000141,94721353,MTHFD2,"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase"
ILMN_2139351,1.60E-02,3.15E-03,-4.1019374,-2.92709,-0.79167732,1004170644,ZNF232,zinc finger protein 232
ILMN_1807759,1.60E-02,3.15E-03,4.1015918,-2.92762,0.41515767,116235453,TAS2R31,taste 2 receptor member 31
ILMN_1661904,1.60E-02,3.15E-03,-4.1014658,-2.92781,-0.37371193,NA,,
ILMN_1716797,1.60E-02,3.15E-03,4.1014615,-2.92781,0.61404909,211971041,CD302,CD302 molecule
ILMN_1849419,1.61E-02,3.15E-03,4.100962,-2.92857,0.37759549,6575677,ADGRL3-AS1,adhesion G protein-coupled receptor L3 antisense RNA 1
ILMN_1661664,1.61E-02,3.15E-03,-4.1007332,-2.92892,-0.55740001,NA,,
ILMN_1900011,1.61E-02,3.15E-03,4.100728,-2.92893,0.39440896,32173009,,
ILMN_1669365,1.61E-02,3.15E-03,4.1001527,-2.9298,0.52448521,430768622,PPP2R2B,protein phosphatase 2 regulatory subunit Bbeta
ILMN_1894714,1.61E-02,3.16E-03,4.0994444,-2.93087,0.25553672,7458532,,
ILMN_1669103,1.61E-02,3.16E-03,-4.0985478,-2.93224,-0.41102397,95113663,LRRC1,leucine rich repeat containing 1
ILMN_1721672,1.61E-02,3.16E-03,4.0985251,-2.93227,1.03811641,153792775,GPR171,G protein-coupled receptor 171
ILMN_2181089,1.61E-02,3.17E-03,-4.0975298,-2.93378,-0.80773522,284813527,DCAF1,DDB1 and CUL4 associated factor 1
ILMN_1867964,1.61E-02,3.17E-03,-4.0969497,-2.93466,-0.39864709,24809089,,
ILMN_1709635,1.61E-02,3.17E-03,4.0959121,-2.93624,0.44449059,312433994,SLC38A11,solute carrier family 38 member 11
